"id"	"name"	"level"	"grade"	"mates"	"shield"	"slow"	"stun"	"mshield"	"docking"	"regen"	"damageb"	"speedb"	"sky"	"blink"	"boss"	"ignore"	"single"	"last"	"life"	"rangenlpd"	"rangetlpd"	"sstun"	"rangellpd"	"armorbreak"	"udelete"	"berserk"	"splash"	"bombup"	"재료"	"최하위합"	"깊이"
"26"	"후쿠로"	"2"	"안흔함"	"7"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"칼병x2"	"2"	"1"
"27"	"타시기"	"2"	"안흔함"	"7,8"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"총병x1 + 칼병x1"	"2"	"1"
"28"	"페로나"	"2"	"안흔함"	"9,3"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"나미x1 + 버기x1"	"2"	"1"
"29"	"베포"	"2"	"안흔함"	"6,1"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"루피x1 + 쵸파x1"	"2"	"1"
"30"	"쵸파 럼블볼강화"	"2"	"안흔함"	"6"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"쵸파x2"	"2"	"1"
"31"	"좀비"	"2"	"안흔함"	""	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	""	"0"	"0"
"15"	"압살롬"	"3"	"특별함"	"31,3"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"좀비x3 + 나미x1"	"4"	"1"
"21"	"캡틴크로"	"3"	"특별함"	"20,7,2"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"하찌x1 + 조로x1 + 칼병x1"	"4"	"2"
"32"	"파이러츠도킹5"	"3"	"특별함"	"22,2"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"조로x1 + 프랑키x2"	"5"	"2"
"33"	"에넬"	"3"	"특별함"	"24,29,5"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"상디x1 + 저격왕x1 + 베포x1"	"5"	"2"
"34"	"쵸파 가드포인트"	"3"	"특별함"	"30,14,7"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"칼병x1 + 쵸파 럼블볼강화x1 + 이나즈마x1"	"5"	"2"
"35"	"쵸파 두뇌강화"	"3"	"특별함"	"30,23,9"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"버기x1 + 로빈x1 + 쵸파 럼블볼강화x1"	"5"	"2"
"36"	"우솝 화염탄"	"3"	"특별함"	"24"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"저격왕x2"	"4"	"2"
"37"	"징베"	"3"	"특별함"	"25,26,9"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"후쿠로x1 + 에이스x1 + 버기x1"	"5"	"2"
"38"	"나미 크리마텍트"	"3"	"특별함"	"3"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"나미x3"	"3"	"1"
"39"	"헤르메포"	"3"	"특별함"	"13,2,5"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"브룩x1 + 상디x1 + 조로x1"	"4"	"2"
"40"	"루치"	"3"	"특별함"	"26,23,1"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"후쿠로x1 + 로빈x1 + 루피x1"	"5"	"2"
"41"	"버기 마기탄"	"3"	"특별함"	"9"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"버기x3"	"3"	"1"
"42"	"키드"	"3"	"특별함"	"28,29,9"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"버기x1 + 베포x1 + 페로나x1"	"5"	"2"
"43"	"로빈 오하라"	"3"	"특별함"	"23,6"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"로빈x2 + 쵸파x1"	"5"	"2"
"44"	"조로 귀기"	"3"	"특별함"	"2"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"조로x3"	"3"	"1"
"45"	"바질 호킨스"	"3"	"특별함"	"28,12,4"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"블루노x1 + 우솝x1 + 페로나x1"	"5"	"2"
"46"	"킬러"	"3"	"특별함"	"27,13,9"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"타시기x1 + 브룩x1 + 버기x1"	"5"	"2"
"47"	"갱 벳지"	"3"	"특별함"	"26,8,9"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"후쿠로x1 + 버기x1 + 총병x1"	"4"	"2"
"48"	"로우"	"3"	"특별함"	"29,27,9"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"타시기x1 + 버기x1 + 베포x1"	"5"	"2"
"49"	"모리아"	"3"	"특별함"	"13,5"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"상디x1 + 브룩x2"	"5"	"2"
"50"	"크로커다일"	"3"	"특별함"	"22,24,9"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"저격왕x1 + 버기x1 + 프랑키x1"	"5"	"2"
"51"	"루피 기어세컨드"	"3"	"특별함"	"1"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"루피x3"	"3"	"1"
"52"	"상디 검은다리"	"3"	"특별함"	"5"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"상디x3"	"3"	"1"
"53"	"X-드레이크"	"3"	"특별함"	"27,26,6"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"타시기x1 + 후쿠로x1 + 쵸파x1"	"5"	"2"
"54"	"아론"	"3"	"특별함"	"20,1"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"하찌x2 + 루피x1"	"5"	"2"
"55"	"이나즈마 혁명군"	"3"	"특별함"	"14"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"이나즈마x2"	"4"	"2"
"56"	"쿠마"	"3"	"특별함"	"22,29,2"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"베포x1 + 조로x1 + 프랑키x1"	"5"	"2"
"57"	"스쿼드"	"3"	"특별함"	"30,22,3"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"나미x1 + 쵸파 럼블볼강화x1 + 프랑키x1"	"5"	"2"
"58"	"봉쿠레"	"3"	"특별함"	"14,23,3"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"나미x1 + 로빈x1 + 이나즈마x1"	"5"	"2"
"59"	"에이스 2번대대장"	"3"	"특별함"	"25,4"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"우솝x1 + 에이스x2"	"5"	"2"
"60"	"마르코"	"3"	"특별함"	"12,25,5"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"블루노x1 + 에이스x1 + 상디x1"	"5"	"2"
"61"	"챠카"	"3"	"특별함"	"12,26,6"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"쵸파x1 + 블루노x1 + 후쿠로x1"	"5"	"2"
"62"	"스모커"	"3"	"특별함"	"8,27,7"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"타시기x1 + 총병x1 + 칼병x1"	"4"	"2"
"63"	"루피 기어써드"	"4"	"희귀함"	"51,58,33"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"에넬x1 + 봉쿠레x1 + 루피 기어세컨드x1"	"13"	"3"
"64"	"상디 디아블잠브"	"4"	"희귀함"	"52,34,42"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"쵸파 가드포인트x1 + 상디 검은다리x1 + 키드x1"	"13"	"3"
"65"	"조로 현상금 사냥꾼"	"4"	"희귀함"	"44,49,62"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"스모커x1 + 조로 귀기x1 + 모리아x1"	"12"	"3"
"66"	"미호크"	"4"	"희귀함"	"44,21,53"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"X-드레이크x1 + 조로 귀기x1 + 캡틴크로x1"	"12"	"3"
"67"	"핸콕"	"4"	"희귀함"	"38,54,51"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"아론x1 + 나미 크리마텍트x1 + 루피 기어세컨드x1"	"11"	"3"
"68"	"크로커다일 MR.0"	"4"	"희귀함"	"50,37,58"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"봉쿠레x1 + 징베x1 + 크로커다일x1"	"15"	"3"
"69"	"비비"	"4"	"희귀함"	"61,50,38"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"챠카x1 + 나미 크리마텍트x1 + 크로커다일x1"	"13"	"3"
"70"	"베이비5"	"4"	"희귀함"	"32,56,40"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"루치x1 + 파이러츠도킹5x1 + 쿠마x1"	"15"	"3"
"71"	"센토마루"	"4"	"희귀함"	"56,35,47"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"쿠마x1 + 갱 벳지x1 + 쵸파 두뇌강화x1"	"14"	"3"
"72"	"거프"	"4"	"희귀함"	"62,51,53"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"True"	"False"	"스모커x1 + X-드레이크x1 + 루피 기어세컨드x1"	"12"	"3"
"73"	"마젤란"	"4"	"희귀함"	"37,41,59"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"버기 마기탄x1 + 에이스 2번대대장x1 + 징베x1"	"13"	"3"
"74"	"모몬가"	"4"	"희귀함"	"37,39,62"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"스모커x1 + 헤르메포x1 + 징베x1"	"13"	"3"
"75"	"시류"	"4"	"희귀함"	"47,53,52"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"갱 벳지x1 + X-드레이크x1 + 상디 검은다리x1"	"12"	"3"
"77"	"아오키지"	"4"	"희귀함"	"43,57,33"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"에넬x1 + 스쿼드x1 + 로빈 오하라x1"	"15"	"3"
"78"	"키자루"	"4"	"희귀함"	"39,48,42"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"로우x1 + 헤르메포x1 + 키드x1"	"14"	"3"
"79"	"아카이누"	"4"	"희귀함"	"59,50,55"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"이나즈마 혁명군x1 + 에이스 2번대대장x1 + 크로커다일x1"	"14"	"3"
"80"	"검은수염"	"4"	"희귀함"	"59,57,53"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"X-드레이크x1 + 에이스 2번대대장x1 + 스쿼드x1"	"15"	"3"
"81"	"로우"	"4"	"희귀함"	"48,32,35"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"로우x1 + 파이러츠도킹5x1 + 쵸파 두뇌강화x1"	"15"	"3"
"82"	"바질 호킨스"	"4"	"희귀함"	"45,46,48"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"로우x1 + 킬러x1 + 바질 호킨스x1"	"15"	"3"
"83"	"바제스"	"4"	"희귀함"	"45,60,41"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"버기 마기탄x1 + 마르코x1 + 바질 호킨스x1"	"13"	"3"
"84"	"오즈"	"4"	"희귀함"	"49,51"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"모리아x2 + 루피 기어세컨드x1"	"13"	"3"
"85"	"류마"	"4"	"희귀함"	"49,44,28,24,7"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"칼병x1 + 저격왕x1 + 페로나x1 + 조로 귀기x1 + 모리아x1"	"13"	"3"
"86"	"페로나"	"4"	"희귀함"	"15,28,52,35"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"상디 검은다리x1 + 쵸파 두뇌강화x1 + 압살롬x1 + 페로나x1"	"14"	"3"
"87"	"슈가"	"4"	"희귀함"	"35,44,28,4"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"우솝x1 + 페로나x1 + 조로 귀기x1 + 쵸파 두뇌강화x1"	"11"	"3"
"88"	"브룩 음악가"	"4"	"희귀함"	"13,49,40"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"브룩x1 + 루치x1 + 모리아x1"	"12"	"3"
"89"	"도플라밍고"	"4"	"희귀함"	"34,41,40"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"쵸파 가드포인트x1 + 루치x1 + 버기 마기탄x1"	"13"	"3"
"90"	"쵸파 혼포인트"	"4"	"희귀함"	"34,39,48"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"쵸파 가드포인트x1 + 헤르메포x1 + 로우x1"	"14"	"3"
"91"	"샹크스"	"4"	"희귀함"	"41,51,36"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"버기 마기탄x1 + 루피 기어세컨드x1 + 우솝 화염탄x1"	"10"	"3"
"92"	"벤 베크만"	"4"	"희귀함"	"36,62,33"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"스모커x1 + 에넬x1 + 우솝 화염탄x1"	"13"	"3"
"93"	"이완코브"	"4"	"희귀함"	"55,43,50"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"이나즈마 혁명군x1 + 크로커다일x1 + 로빈 오하라x1"	"14"	"3"
"94"	"사보"	"4"	"희귀함"	"55,56,60"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"이나즈마 혁명군x1 + 마르코x1 + 쿠마x1"	"14"	"3"
"95"	"마르코 불사조"	"4"	"희귀함"	"60,61,34"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"쵸파 가드포인트x1 + 챠카x1 + 마르코x1"	"15"	"3"
